displayName,description,datatype,patientAttribute,priority,clinicalAttributeId,studyId
"5q Status","Chromosome Arm-Calls: 5q","STRING",false,"1","STATUS_5Q","ucec_tcga_pan_can_atlas_2018"
"6p Status","Chromosome Arm-Calls: 6p","STRING",false,"1","STATUS_6P","ucec_tcga_pan_can_atlas_2018"
"6q Status","Chromosome Arm-Calls: 6q","STRING",false,"1","STATUS_6Q","ucec_tcga_pan_can_atlas_2018"
"7p Status","Chromosome Arm-Calls: 7p","STRING",false,"1","STATUS_7P","ucec_tcga_pan_can_atlas_2018"
"7q Status","Chromosome Arm-Calls: 7q","STRING",false,"1","STATUS_7Q","ucec_tcga_pan_can_atlas_2018"
"8p Status","Chromosome Arm-Calls: 8p","STRING",false,"1","STATUS_8P","ucec_tcga_pan_can_atlas_2018"
"8q Status","Chromosome Arm-Calls: 8q","STRING",false,"1","STATUS_8Q","ucec_tcga_pan_can_atlas_2018"
"9p Status","Chromosome Arm-Calls: 9p","STRING",false,"1","STATUS_9P","ucec_tcga_pan_can_atlas_2018"
"9q Status","Chromosome Arm-Calls: 9q","STRING",false,"1","STATUS_9Q","ucec_tcga_pan_can_atlas_2018"
"Subtype","Subtype","STRING",true,"1","SUBTYPE","ucec_tcga_pan_can_atlas_2018"
"Tissue Prospective Collection Indicator","Tissue prospective collection indicator.","STRING",false,"1","TISSUE_PROSPECTIVE_COLLECTION_INDICATOR","ucec_tcga_pan_can_atlas_2018"
"Tissue Retrospective Collection Indicator","Tissue retrospective collection indicator.","STRING",false,"1","TISSUE_RETROSPECTIVE_COLLECTION_INDICATOR","ucec_tcga_pan_can_atlas_2018"
"Tissue Source Site","A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.","STRING",false,"1","TISSUE_SOURCE_SITE","ucec_tcga_pan_can_atlas_2018"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","ucec_tcga_pan_can_atlas_2018"
"Tumor Type","Tumor Type","STRING",false,"1","TUMOR_TYPE","ucec_tcga_pan_can_atlas_2018"
"Patient Weight","Weight measured in kilograms.","NUMBER",true,"1","WEIGHT","ucec_tcga_pan_can_atlas_2018"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","ucec_tcga_pub"
"Cancer Type","Cancer Type","STRING",false,"1","CANCER_TYPE","ucec_tcga_pub"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","ucec_tcga_pub"
"CNA Cluster K4","CNA cluster K4.","STRING",false,"1","CNA_CLUSTER_K4","ucec_tcga_pub"
"CNA Data","CNA data.","STRING",false,"1","CNA_DATA","ucec_tcga_pub"
"Data Core Sample","Data core sample.","STRING",false,"1","DATA_CORE_SAMPLE","ucec_tcga_pub"
"Disease Free (Months)","Disease free (months) since initial treatment.","NUMBER",true,"1","DFS_MONTHS","ucec_tcga_pub"
"Disease Free Status","Disease free status since initial treatment.","STRING",true,"1","DFS_STATUS","ucec_tcga_pub"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","ucec_tcga_pub"
"Neoplasm Histologic Grade","Numeric value to express the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness.","STRING",false,"1","GRADE","ucec_tcga_pub"
"Tumor Other Histologic Subtype","Text to describe a tumor's histologic subtype or mixed diagnosis that is different from previously specified options.","STRING",true,"1","HISTOLOGICAL_SUBTYPE","ucec_tcga_pub"
"MAF Data","MAF Data.","STRING",false,"1","MAF_DATA","ucec_tcga_pub"
"Methylation Cluster","Methylation cluster.","STRING",false,"1","METHYLATION_CLUSTER","ucec_tcga_pub"
"MicroRNA Cluster","MicroRNA cluster.","STRING",false,"1","MICRO_RNA_CLUSTER","ucec_tcga_pub"
"MicroRNA Score","MicroRNA score.","NUMBER",false,"1","MICRO_RNA_SCORE","ucec_tcga_pub"
"MLH1 Silencing","Epigenetic silencing status of MLH1.","STRING",false,"1","MLH1_SILENCING","ucec_tcga_pub"
"MRNA Expression Cluster","MRNA expression cluster.","STRING",false,"1","MRNA_EXPRESSION_CLUSTER","ucec_tcga_pub"
"MSI Status 5 Marker Call","MSI status 5 marker call.","STRING",false,"1","MSI_STATUS_5_MARKER_CALL","ucec_tcga_pub"
"MSI Status 7 Marker Call","MSI status 7 marker call.","STRING",false,"1","MSI_STATUS_7_MARKER_CALL","ucec_tcga_pub"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","ucec_tcga_pub"
"Mutation Rate Cluster","Mutation rate cluster","STRING",false,"1","MUTATION_RATE_CLUSTER","ucec_tcga_pub"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","ucec_tcga_pub"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","ucec_tcga_pub"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","ucec_tcga_pub"
"RNA-SEQ Data","RNA-SEQ data.","STRING",false,"1","RNASEQ_DATA","ucec_tcga_pub"
"Subtype","Subtype","STRING",true,"1","SUBTYPE","ucec_tcga_pub"
"Tumor Stage 2009","Tumor stage 2009.","STRING",false,"1","TUMOR_STAGE_2009","ucec_tcga_pub"
"Adjuvant Treatment","Adjuvant treatment.","STRING",true,"1","ADJUVANT_TX","ucs_jhu_2014"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","ucs_jhu_2014"
"Cancer Type","Cancer Type","STRING",false,"1","CANCER_TYPE","ucs_jhu_2014"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","ucs_jhu_2014"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","ucs_jhu_2014"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","ucs_jhu_2014"
"Percent Tumor Purity","Percent tumor purity.","NUMBER",false,"1","PERCENTAGE_TUMOR_PURITY","ucs_jhu_2014"
"Site","Site","STRING",true,"1","SITE","ucs_jhu_2014"
"Tissue Source Site","A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.","STRING",false,"1","TISSUE_SOURCE_SITE","ucs_jhu_2014"
"Tumor Stage","Tumor stage.","STRING",false,"1","TUMOR_STAGE","ucs_jhu_2014"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","ucs_tcga"
"Neoplasm Disease Stage American Joint Committee on Cancer Code"," The extent of a cancer, especially whether the disease has spread from the original site to other parts of the body based on AJCC staging criteria. ","STRING",true,"1","AJCC_PATHOLOGIC_TUMOR_STAGE","ucs_tcga"
"American Joint Committee on Cancer Publication Version Type"," The version or edition of the American Joint Committee on Cancer Cancer Staging Handbooks, a publication by the group formed for the purpose of developing a system of clinical staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications. ","STRING",true,"1","AJCC_STAGING_EDITION","ucs_tcga"
"Cancer Type","Cancer type","STRING",false,"1","CANCER_TYPE","ucs_tcga"
"Cancer Type Detailed","Cancer type detailed","STRING",false,"1","CANCER_TYPE_DETAILED","ucs_tcga"
"Neoplasm American Joint Committee on Cancer Clinical Group Stage"," Stage group determined from clinical information on the tumor (T), regional node (N) and metastases (M) and by grouping cases with similar prognosis for cancer. ","STRING",true,"1","CLINICAL_STAGE","ucs_tcga"
"Neoplasm American Joint Committee on Cancer Clinical Distant Metastasis M Stage","Extent of the distant metastasis for the cancer based on evidence obtained from clinical assessment parameters determined prior to treatment.","STRING",true,"1","CLIN_M_STAGE","ucs_tcga"
"Neoplasm American Joint Committee on Cancer Clinical Regional Lymph Node N Stage","Extent of the regional lymph node involvement for the cancer based on evidence obtained from clinical assessment parameters determined prior to treatment.","STRING",true,"1","CLIN_N_STAGE","ucs_tcga"
"Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage","Extent of the primary cancer based on evidence obtained from clinical assessment parameters determined prior to treatment.","STRING",true,"1","CLIN_T_STAGE","ucs_tcga"
"Last Communication Contact from Initial Pathologic Diagnosis Date"," Time interval from the date of last followup to the date of initial pathologic diagnosis, represented as a calculated number of days.. ","NUMBER",true,"1","DAYS_LAST_FOLLOWUP","ucs_tcga"
"Birth from Initial Pathologic Diagnosis Date"," Time interval from a person's date of birth to the date of initial pathologic diagnosis, represented as a calculated number of days. ","NUMBER",true,"1","DAYS_TO_BIRTH","ucs_tcga"
"Days to Sample Collection.","Days to sample collection.","NUMBER",false,"1","DAYS_TO_COLLECTION","ucs_tcga"
"Death from Initial Pathologic Diagnosis Date"," Time interval from a person's date of death to the date of initial pathologic diagnosis, represented as a calculated number of days. ","NUMBER",true,"1","DAYS_TO_DEATH","ucs_tcga"
"Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value"," Time interval from the last day on which a person is known to be alive to the date of initial pathologic diagnosis, represented as a calculated number of days. ","NUMBER",true,"1","DAYS_TO_INITIAL_PATHOLOGIC_DIAGNOSIS","ucs_tcga"
"Days to Sample Procurement","Days to sample procurement.","STRING",false,"1","DAYS_TO_SPECIMEN_COLLECTION","ucs_tcga"
"Disease Free (Months)","Disease free (months) since initial treatment.","NUMBER",true,"1","DFS_MONTHS","ucs_tcga"
"Disease Free Status","Disease free status since initial treatment.","STRING",true,"1","DFS_STATUS","ucs_tcga"
"Participant Personal Medical History Diabetes Mellitus Ind-3","Participant medical history -diabetes mellitus: a metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization._A term that is used to indicate a question with permissible values of yes/no/unknown.","STRING",true,"1","DIABETES_DIAGNOSIS_INDICATOR","ucs_tcga"
"Disease code","Disease code","STRING",true,"1","DISEASE_CODE","ucs_tcga"
"Ethnicity Category","The text for reporting information about ethnicity.","STRING",true,"1","ETHNICITY","ucs_tcga"
"Lymphomatous Extranodal Site Involvement Indicator","Indicator that identifies whether a patient with malignant lymphoma has lymphomatous involvement of an extranodal site.","STRING",true,"1","EXTRANODAL_INVOLVEMENT","ucs_tcga"
"Form completion date","Form completion date","STRING",true,"1","FORM_COMPLETION_DATE","ucs_tcga"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","ucs_tcga"
"Patient Height","Height in centimeters.","NUMBER",true,"1","HEIGHT","ucs_tcga"
"Neoplasm Histologic Type Name","Text term for the structural pattern of cancer cells used to define a microscopic diagnosis.","STRING",true,"1","HISTOLOGICAL_DIAGNOSIS","ucs_tcga"
"History colorectal cancer","History colorectal cancer","STRING",true,"1","HISTORY_COLORECTAL_CANCER","ucs_tcga"
"History hormonal contraceptives use","History hormonal contraceptives use","STRING",true,"1","HISTORY_HORMONAL_CONTRACEPTIVES_USE","ucs_tcga"
"History menopausal hormone therapy","History menopausal hormone therapy","STRING",true,"1","HISTORY_MENOPAUSAL_HORMONE_THERAPY","ucs_tcga"
"Neoadjuvant Therapy Type Administered Prior To Resection Text","Text term to describe the patient's history of neoadjuvant treatment and the kind of treament given prior to resection of the tumor.","STRING",true,"1","HISTORY_NEOADJUVANT_TRTYN","ucs_tcga"
"Prior Cancer Diagnosis Occurence","Text term to describe the patient's history of prior cancer diagnosis and the spatial location of any previous cancer occurrence.","STRING",true,"1","HISTORY_OTHER_MALIGNANCY","ucs_tcga"
"History tamoxifen use","History tamoxifen use","STRING",true,"1","HISTORY_TAMOXIFEN_USE","ucs_tcga"
"Hypertension diagnosis","Hypertension diagnosis","STRING",true,"1","HYPERTENSION_DIAGNOSIS","ucs_tcga"
"ICD-10 Classification","10th revision of the International Statistical Classification of Diseases and Related Health Problems.","STRING",true,"1","ICD_10","ucs_tcga"
" International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code "," The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains._A system of numbered categories for representation of data. ","STRING",true,"1","ICD_O_3_HISTOLOGY","ucs_tcga"
" International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code "," The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The description of an anatomical region or of a body part._Named locations of, or within, the body._A system of numbered categories for representation of data. ","STRING",true,"1","ICD_O_3_SITE","ucs_tcga"
"Informed consent verified","Informed consent verified","STRING",true,"1","INFORMED_CONSENT_VERIFIED","ucs_tcga"
"Year Cancer Initial Diagnosis","Numeric value to represent the year of an individual's initial pathologic diagnosis of cancer.","NUMBER",true,"1","INITIAL_PATHOLOGIC_DX_YEAR","ucs_tcga"
"Initial Patient Weight","Weight measured in kilograms.","NUMBER",false,"1","INITIAL_WEIGHT","ucs_tcga"
"Is FFPE","If the sample is from FFPE","STRING",false,"1","IS_FFPE","ucs_tcga"
"Longest Dimension","Longest Dimension","NUMBER",false,"1","LONGEST_DIMENSION","ucs_tcga"
"Lymph nodes aortic examined count","Lymph nodes aortic examined count","NUMBER",true,"1","LYMPH_NODES_AORTIC_EXAMINED_COUNT","ucs_tcga"
"Lymph nodes aortic pos by he","Lymph nodes aortic pos by he","NUMBER",true,"1","LYMPH_NODES_AORTIC_POS_BY_HE","ucs_tcga"
"Lymph nodes aortic pos by ihc","Lymph nodes aortic pos by ihc","NUMBER",true,"1","LYMPH_NODES_AORTIC_POS_BY_IHC","ucs_tcga"
"Lymph nodes aortic pos total","Lymph nodes aortic pos total","NUMBER",true,"1","LYMPH_NODES_AORTIC_POS_TOTAL","ucs_tcga"
"Lymph nodes pelvic examined count","Lymph nodes pelvic examined count","NUMBER",true,"1","LYMPH_NODES_PELVIC_EXAMINED_COUNT","ucs_tcga"
"Lymph nodes pelvic pos by he","Lymph nodes pelvic pos by he","NUMBER",true,"1","LYMPH_NODES_PELVIC_POS_BY_HE","ucs_tcga"
"Lymph nodes pelvic pos by ihc","Lymph nodes pelvic pos by ihc","NUMBER",true,"1","LYMPH_NODES_PELVIC_POS_BY_IHC","ucs_tcga"
"Lymph nodes pelvic pos total","Lymph nodes pelvic pos total","NUMBER",true,"1","LYMPH_NODES_PELVIC_POS_TOTAL","ucs_tcga"
"Menopause Status"," Text term to signify the status of a woman's menopause, the permanent cessation of menses, usually defined by 6 to 12 months of amenorrhea. ","STRING",true,"1","MENOPAUSE_STATUS","ucs_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Method Type","Text name of the procedure to secure the tissue used for the original pathologic diagnosis.","STRING",true,"1","METHOD_OF_INITIAL_SAMPLE_PROCUREMENT","ucs_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Other Method Type","Text to describe a method used to secure tissue for an original pathologic diagnosis that is different from other identified methods.","STRING",true,"1","METHOD_OF_INITIAL_SAMPLE_PROCUREMENT_OTHER","ucs_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Method Type","Text name of the procedure to secure the tissue used for the original pathologic diagnosis.","STRING",false,"1","METHOD_OF_SAMPLE_PROCUREMENT","ucs_tcga"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","ucs_tcga"
"New Neoplasm Event Post Initial Therapy Indicator","Yes/No/Unknown indicator to identify whether a patient has had a new tumor event after initial treatment.","STRING",true,"1","NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT","ucs_tcga"
"Oct embedded","Oct embedded","STRING",false,"1","OCT_EMBEDDED","ucs_tcga"
"Oncotree Code","Oncotree code","STRING",false,"1","ONCOTREE_CODE","ucs_tcga"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","ucs_tcga"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","ucs_tcga"
"Specimen Collection Method","The type of procedure or method used to collect the specimen.","STRING",false,"1","OTHER_METHOD_OF_SAMPLE_PROCUREMENT","ucs_tcga"
"Other Patient ID","Legacy DMP patient identifier (DMPnnnn)","STRING",true,"1","OTHER_PATIENT_ID","ucs_tcga"
"Other Sample ID","Legacy DMP sample identifier (DMPnnnn)","STRING",false,"1","OTHER_SAMPLE_ID","ucs_tcga"
"Pathology Report File Name","Pathology Report File Name","STRING",false,"1","PATHOLOGY_REPORT_FILE_NAME","ucs_tcga"
"Pathology report uuid","Pathology report uuid","STRING",false,"1","PATHOLOGY_REPORT_UUID","ucs_tcga"
"American Joint Committee on Cancer Metastasis Stage Code"," Code to represent the defined absence or presence of distant spread or metastases (M) to locations via vascular channels or lymphatics beyond the regional lymph nodes, using criteria established by the American Joint Committee on Cancer (AJCC). ","STRING",true,"1","PATH_M_STAGE","ucs_tcga"
"Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code","The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","PATH_N_STAGE","ucs_tcga"
"American Joint Committee on Cancer Tumor Stage Code"," Code of pathological T (primary tumor) to define the size or contiguous extension of the primary tumor (T), using staging criteria from the American Joint Committee on Cancer (AJCC). ","STRING",true,"1","PATH_T_STAGE","ucs_tcga"
"Peritoneal washing","Peritoneal washing","STRING",true,"1","PERITONEAL_WASHING","ucs_tcga"
"Adjuvant Postoperative Pharmaceutical Therapy Administered Indicator","Indicator to signify whether or not whether the patient had adjuvant/post-operative pharmaceutical therapy.","STRING",true,"1","PHARMACEUTICAL_TX_ADJUVANT","ucs_tcga"
"Pregnancies full term count","Pregnancies full term count","STRING",true,"1","PREGNANCIES_FULL_TERM_COUNT","ucs_tcga"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",true,"1","PRIMARY_SITE","ucs_tcga"
"Project code","Project code","STRING",true,"1","PROJECT_CODE","ucs_tcga"
"Tissue Prospective Collection Indicator"," Text indicator for the time frame of tissue procurement, indicating that the tissue was procured in parallel to the project. ","STRING",true,"1","PROSPECTIVE_COLLECTION","ucs_tcga"
"Race Category","The text for reporting information about race.","STRING",true,"1","RACE","ucs_tcga"
"Did patient start adjuvant postoperative radiotherapy?","A yes/no indicator that asks whether the patient started adjuvant postoperative radiotherapy.","STRING",true,"1","RADIATION_TREATMENT_ADJUVANT","ucs_tcga"
"Surgical Margin Resection Status","Text terms to describe the status of a tissue margin following surgical resection.","STRING",true,"1","RESIDUAL_TUMOR","ucs_tcga"
"Tissue Retrospective Collection Indicator"," Text indicator for the time frame of tissue procurement, indicating that the tissue was obtained and stored prior to the initiation of the project. ","STRING",true,"1","RETROSPECTIVE_COLLECTION","ucs_tcga"
"Sample Type"," The type of sample (i.e., normal, primary, met, recurrence). ","STRING",false,"1","SAMPLE_TYPE","ucs_tcga"
"Sample type id","Sample type id","STRING",false,"1","SAMPLE_TYPE_ID","ucs_tcga"
"Sex","Sex","STRING",true,"1","SEX","ucs_tcga"
"Shortest Dimension","Shortest Dimension","NUMBER",false,"1","SHORTEST_DIMENSION","ucs_tcga"
"Specimen Current Weight","The weight of the specimen.","STRING",false,"1","SPECIMEN_CURRENT_WEIGHT","ucs_tcga"
"Specimen Freezing Means","The method used to freeze the tissue after removal from the patient.","STRING",false,"1","SPECIMEN_FREEZING_METHOD","ucs_tcga"
"Specimen Second Longest Dimension","The second longest dimension of the specimen.","NUMBER",false,"1","SPECIMEN_SECOND_LONGEST_DIMENSION","ucs_tcga"
"Stage Other","Stage Other","STRING",true,"1","STAGE_OTHER","ucs_tcga"
"Surgical approach at diagnosis","Surgical approach at diagnosis","STRING",true,"1","SURGICAL_APPROACH_AT_DIAGNOSIS","ucs_tcga"
"Time between clamping and freezing","Time between clamping and freezing","STRING",false,"1","TIME_BETWEEN_CLAMPING_AND_FREEZING","ucs_tcga"
"Time between excision and freezing","Time between excision and freezing","STRING",false,"1","TIME_BETWEEN_EXCISION_AND_FREEZING","ucs_tcga"
"Tissue Source Site"," A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource. ","STRING",true,"1","TISSUE_SOURCE_SITE","ucs_tcga"
"Primary Therapy Outcome Success Type","Text term for the measure of success of outcome after primary treatment (surgery and adjuvant therapies).","STRING",true,"1","TREATMENT_OUTCOME_FIRST_COURSE","ucs_tcga"
"Tumor invasion percent","Tumor invasion percent","NUMBER",true,"1","TUMOR_INVASION_PERCENT","ucs_tcga"
"Person Neoplasm Status","The state or condition of an individual's neoplasm at a particular point in time.","STRING",true,"1","TUMOR_STATUS","ucs_tcga"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",true,"1","TUMOR_TISSUE_SITE","ucs_tcga"
"Vial number","Vial number","STRING",false,"1","VIAL_NUMBER","ucs_tcga"
"Patient's Vital Status","The survival state of the person.","STRING",true,"1","VITAL_STATUS","ucs_tcga"
"Patient Weight","Weight measured in kilograms.","NUMBER",true,"1","WEIGHT","ucs_tcga"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","ucs_tcga_pan_can_atlas_2018"
"Neoplasm Disease Stage American Joint Committee on Cancer Code","The extent of a cancer, especially whether the disease has spread from the original site to other parts of the body based on AJCC staging criteria.","STRING",true,"1","AJCC_PATHOLOGIC_TUMOR_STAGE","ucs_tcga_pan_can_atlas_2018"
"American Joint Committee on Cancer Publication Version Type","The version or edition of the American Joint Committee on Cancer Cancer Staging Handbooks, a publication by the group formed for the purpose of developing a system of clinical staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications.","STRING",true,"1","AJCC_STAGING_EDITION","ucs_tcga_pan_can_atlas_2018"
"Aneuploidy Score","Aneuploidy Score","NUMBER",false,"1","ANEUPLOIDY_SCORE","ucs_tcga_pan_can_atlas_2018"
"Cancer Type","Cancer Type","STRING",false,"1","CANCER_TYPE","ucs_tcga_pan_can_atlas_2018"
"TCGA PanCanAtlas Cancer Type Acronym","Text field to hold cancer type acronym used by TCGA PanCanAtlas.","STRING",true,"1","CANCER_TYPE_ACRONYM","ucs_tcga_pan_can_atlas_2018"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","ucs_tcga_pan_can_atlas_2018"
"Center of sequencing","Center of sequencing","STRING",true,"1","CENTER","ucs_tcga_pan_can_atlas_2018"
"Last Communication Contact from Initial Pathologic Diagnosis Date","Time interval from the date of last followup to the date of initial pathologic diagnosis, represented as a calculated number of days..","NUMBER",true,"1","DAYS_LAST_FOLLOWUP","ucs_tcga_pan_can_atlas_2018"
"Birth from Initial Pathologic Diagnosis Date","Time interval from a person's date of birth to the date of initial pathologic diagnosis, represented as a calculated number of days.","NUMBER",true,"1","DAYS_TO_BIRTH","ucs_tcga_pan_can_atlas_2018"
"Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value","Time interval from the last day on which a person is known to be alive to the date of initial pathologic diagnosis, represented as a calculated number of days.","NUMBER",true,"1","DAYS_TO_INITIAL_PATHOLOGIC_DIAGNOSIS","ucs_tcga_pan_can_atlas_2018"
"Ethnicity Category","The text for reporting information about ethnicity.","STRING",true,"1","ETHNICITY","ucs_tcga_pan_can_atlas_2018"
"Form completion date","Form completion date","STRING",true,"1","FORM_COMPLETION_DATE","ucs_tcga_pan_can_atlas_2018"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","ucs_tcga_pan_can_atlas_2018"
"Person Gender","Patient gender.","STRING",true,"1","GENDER","ucs_tcga_pan_can_atlas_2018"
"Neoplasm Histologic Grade","Numeric value to express the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness.","STRING",false,"1","GRADE","ucs_tcga_pan_can_atlas_2018"
"Neoadjuvant Therapy Type Administered Prior To Resection Text","Text term to describe the patient's history of neoadjuvant treatment and the kind of treatment given prior to resection of the tumor.","STRING",true,"1","HISTORY_NEOADJUVANT_TRTYN","ucs_tcga_pan_can_atlas_2018"
"ICD-10 Classification","10th revision of the International Statistical Classification of Diseases and Related Health Problems.","STRING",true,"1","ICD_10","ucs_tcga_pan_can_atlas_2018"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_HISTOLOGY","ucs_tcga_pan_can_atlas_2018"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The description of an anatomical region or of a body part._Named locations of, or within, the body._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_SITE","ucs_tcga_pan_can_atlas_2018"
"Informed consent verified","Informed consent verified","STRING",true,"1","INFORMED_CONSENT_VERIFIED","ucs_tcga_pan_can_atlas_2018"
"In PanCan Pathway Analysis","Patient Part of PanCan Pathway Analysis","STRING",true,"1","IN_PANCANPATHWAYS_FREEZE","ucs_tcga_pan_can_atlas_2018"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","ucs_tcga_pan_can_atlas_2018"
"New Neoplasm Event Post Initial Therapy Indicator","Yes/No/Unknown indicator to identify whether a patient has had a new tumor event after initial treatment.","STRING",true,"1","NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT","ucs_tcga_pan_can_atlas_2018"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","ucs_tcga_pan_can_atlas_2018"
"Other Patient ID","Legacy DMP patient identifier (DMPnnnn)","STRING",true,"1","OTHER_PATIENT_ID","ucs_tcga_pan_can_atlas_2018"
"American Joint Committee on Cancer Metastasis Stage Code","Code to represent the defined absence or presence of distant spread or metastases (M) to locations via vascular channels or lymphatics beyond the regional lymph nodes, using criteria established by the American Joint Committee on Cancer (AJCC).","STRING",true,"1","PATH_M_STAGE","ucs_tcga_pan_can_atlas_2018"
"Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code","The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.","STRING",true,"1","PATH_N_STAGE","ucs_tcga_pan_can_atlas_2018"
"American Joint Committee on Cancer Tumor Stage Code","Code of pathological T (primary tumor) to define the size or contiguous extension of the primary tumor (T), using staging criteria from the American Joint Committee on Cancer (AJCC).","STRING",true,"1","PATH_T_STAGE","ucs_tcga_pan_can_atlas_2018"
"Person Neoplasm Cancer Status","Person neoplasm cancer status.","STRING",true,"1","PERSON_NEOPLASM_CANCER_STATUS","ucs_tcga_pan_can_atlas_2018"
"Primary Lymph Node Presentation Assessment","Primary lymph node presentation assessment.","STRING",true,"1","PRIMARY_LYMPH_NODE_PRESENTATION_ASSESSMENT","ucs_tcga_pan_can_atlas_2018"
"Prior Diagnosis","Prior diagnosis.","STRING",true,"1","PRIOR_DX","ucs_tcga_pan_can_atlas_2018"
"Race Category","The text for reporting information about race.","STRING",true,"1","RACE","ucs_tcga_pan_can_atlas_2018"
"Radiation Therapy","Radiation Therapy.","STRING",true,"1","RADIATION_THERAPY","ucs_tcga_pan_can_atlas_2018"
"10p Status","Chromosome Arm-Calls: 10p","STRING",false,"1","STATUS_10P","ucs_tcga_pan_can_atlas_2018"
"10q Status","Chromosome Arm-Calls: 10q","STRING",false,"1","STATUS_10Q","ucs_tcga_pan_can_atlas_2018"
