category,name,description,sampleListId,studyId
"other","Metastatic Tumors","All metastatic prostate cancer samples (37 samples)","prad_mskcc_mets","prad_mskcc"
"all_cases_in_study","Tumors (Primary and Metastatic)","All non-flat primary and metastatic prostate cancer samples (194 samples)","prad_mskcc_tumors","prad_mskcc"
"other","Copy-number cluster 1","Prostate cancer samples in DNA copy-number cluster 1 (17 samples)","prad_mskcc_cluster1","prad_mskcc"
"all_cases_with_microrna_data","Tumors with microRNA","All samples with microRNA expression data, excluding normals (113 samples)","prad_mskcc_microrna","prad_mskcc"
"other","Copy-number cluster 2","Prostate cancer samples in DNA copy-number cluster 2 (55 samples)","prad_mskcc_cluster2","prad_mskcc"
"other","All Tumors","All tumor samples (216 samples)","prad_mskcc_all","prad_mskcc"
"all_cases_with_mrna_array_data","Tumors with mRNA","All samples with mRNA expression data, excluding normals and cell lines (150 samples)","prad_mskcc_mrna_tumors","prad_mskcc"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA, and sequencing data (85 samples)","prad_mskcc_complete","prad_mskcc"
"other","Cell lines / Xenografts","All cell lines and xenografts (12 samples)","prad_mskcc_cell_lines","prad_mskcc"
"other","Mets with mRNA","All metastatic samples with mRNA expression data (19 samples)","prad_mskcc_mrna_met","prad_mskcc"
"other","Primary Tumors with mRNA","All primary tumor samples with mRNA expression data (131 samples)","prad_mskcc_mrna_primary","prad_mskcc"
"other","Metastatic Tumors - Castrate","All metastatic castrate prostate cancer samples (28 samples)","prad_mskcc_castr","prad_mskcc"
"other","Sequenced Samples with control","All sequenced samples with matched normal samples (91 samples)","prad_mskcc_sequenced_w_control","prad_mskcc"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (104 samples)","prad_mskcc_2014_cna","prad_mskcc_2014"
"all_cases_in_study","All Tumors","All tumor samples (104 samples)","prad_mskcc_2014_all","prad_mskcc_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (504 samples)","prad_mskcc_2017_sequenced","prad_mskcc_2017"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (501 samples)","prad_mskcc_2017_cnaseq","prad_mskcc_2017"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (501 samples)","prad_mskcc_2017_cna","prad_mskcc_2017"
"all_cases_in_study","All Tumors","All tumor samples (506 samples)","prad_mskcc_2017_all","prad_mskcc_2017"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq)","All samples with mRNA expression data (10 samples)","prad_mskcc_cheny1_organoids_2014_rna_seq_mrna","prad_mskcc_cheny1_organoids_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (12 samples)","prad_mskcc_cheny1_organoids_2014_sequenced","prad_mskcc_cheny1_organoids_2014"
"all_cases_in_study","All Tumors","All tumor samples (12 samples)","prad_mskcc_cheny1_organoids_2014_all","prad_mskcc_cheny1_organoids_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (1013 samples)","prad_p1000_sequenced","prad_p1000"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (1013 samples)","prad_p1000_cnaseq","prad_p1000"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (1013 samples)","prad_p1000_cna","prad_p1000"
"all_cases_in_study","All Tumors","All tumor samples (1013 samples)","prad_p1000_all","prad_p1000"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq)","All samples with mRNA expression data (118 samples)","prad_su2c_2015_rna_seq_mrna","prad_su2c_2015"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (150 samples)","prad_su2c_2015_sequenced","prad_su2c_2015"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (150 samples)","prad_su2c_2015_cnaseq","prad_su2c_2015"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (150 samples)","prad_su2c_2015_cna","prad_su2c_2015"
"all_cases_in_study","All Tumors","All tumor samples (150 samples)","prad_su2c_2015_all","prad_su2c_2015"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (150 samples)","prad_su2c_2015_log2CNA","prad_su2c_2015"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (118 samples)","prad_su2c_2015_3way_complete","prad_su2c_2015"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (549 samples)","prad_tcga_methylation_hm450","prad_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (499 samples)","prad_tcga_methylation_all","prad_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (499 samples)","prad_tcga_sequenced","prad_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (492 samples)","prad_tcga_cnaseq","prad_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (492 samples)","prad_tcga_cna","prad_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (498 samples)","prad_tcga_rna_seq_v2_mrna","prad_tcga"
"all_cases_in_study","All Tumors","All tumor samples (901 samples)","prad_tcga_all","prad_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (491 samples)","prad_tcga_3way_complete","prad_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (352 samples)","prad_tcga_rppa","prad_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (494 samples)","prad_tcga_pan_can_atlas_2018_sequenced","prad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (488 samples)","prad_tcga_pan_can_atlas_2018_cnaseq","prad_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (489 samples)","prad_tcga_pan_can_atlas_2018_cna","prad_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (493 samples)","prad_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","prad_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (494 samples)","prad_tcga_pan_can_atlas_2018_all","prad_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (489 samples)","prad_tcga_pan_can_atlas_2018_log2CNA","prad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (487 samples)","prad_tcga_pan_can_atlas_2018_3way_complete","prad_tcga_pan_can_atlas_2018"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (333 samples)","prad_tcga_pub_methylation_hm450","prad_tcga_pub"
"other","Manuscript: 333 core samples (Sequenced + copy-number + RNA-Seq + methyl.)","Core samples with exome sequencing, copy-number, RNA-Seq, and methylation data.","prad_tcga_pub_manuscript","prad_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (333 samples)","prad_tcga_pub_sequenced","prad_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (333 samples)","prad_tcga_pub_cnaseq","prad_tcga_pub"
"other","Manuscript: 20 WGS samples (whole genome sequenced)","Whole genome sequenced samples","prad_tcga_pub_wgs","prad_tcga_pub"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (333 samples)","prad_tcga_pub_cna","prad_tcga_pub"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (290 samples)","prad_tcga_pub_rna_seq_v2_mrna","prad_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (344 samples)","prad_tcga_pub_all","prad_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (290 samples)","prad_tcga_pub_3way_complete","prad_tcga_pub"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (146 samples)","prad_tcga_pub_rppa","prad_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (43 samples)","rms_nih_2014_sequenced","rms_nih_2014"
"all_cases_in_study","All Tumors","All tumor samples (48 samples)","rms_nih_2014_all","rms_nih_2014"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq)","All samples with mRNA expression data (43 samples)","rt_target_2018_pub_rna_seq_mrna","rt_target_2018_pub"
"other","VALIDATION cohort","All tumors in VALIDATION cohort (29 samples)","rt_target_2018_pub_validation","rt_target_2018_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (34 samples)","rt_target_2018_pub_sequenced","rt_target_2018_pub"
"all_cases_with_microrna_data","Tumor Samples with microRNA data (microRNA-Seq)","All samples with microRNA data (43 samples)","rt_target_2018_pub_microrna","rt_target_2018_pub"
"all_cases_in_study","All tumors","All tumor samples (72 samples)","rt_target_2018_pub_all","rt_target_2018_pub"
"other","DISCOVERY cohort","All tumors in DISCOVERY cohort (43 samples)","rt_target_2018_pub_discovery","rt_target_2018_pub"
"other","Subtype MYXOID","Sarcoma Subtype: Myxoid/round-cell liposarcoma (21 samples)","sarc_mskcc_myxoid","sarc_mskcc"
"other","Subtype MFH","Sarcoma Subtype: Myxofibrosarcoma (38 samples)","sarc_mskcc_mfh","sarc_mskcc"
"all_cases_with_mutation_data","Sequenced Tumors","All sequenced tumors (207 samples)","sarc_mskcc_sequenced","sarc_mskcc"
"all_cases_with_mutation_and_cna_data","Tumors with sequencing and CNA data","All tumor samples that have CNA and sequencing data (207 samples)","sarc_mskcc_cna_seq","sarc_mskcc"
"all_cases_with_cna_data","Tumors CNA","All tumors with CNA data (207 samples)","sarc_mskcc_cna","sarc_mskcc"
"other","Subtype LMS","Sarcoma Subtype: Leiomyosarcoma (27 samples)","sarc_mskcc_lms","sarc_mskcc"
"other","Subtype GIST","Sarcoma Subtype: Gastrointestinal stromal tumor (22 samples)","sarc_mskcc_gist","sarc_mskcc"
"other","Normal Fat Samples","Sarcoma Normal Fat (adipose tissue, 9 samples)","sarc_mskcc_normal","sarc_mskcc"
"other","Subtype DDLPS","Sarcoma Subtype: Dedifferentiated Liposarcoma (50 samples)","sarc_mskcc_ddlps","sarc_mskcc"
"all_cases_in_study","All Tumors","All tumor samples (207 samples)","sarc_mskcc_all","sarc_mskcc"
"all_cases_with_mrna_array_data","Tumors with mRNA data","All samples with mRNA expression data (149 samples)","sarc_mskcc_mrna","sarc_mskcc"
"other","Subtype PLEO","Sarcoma Subtype: Pleomorphic liposarcoma (24 samples)","sarc_mskcc_pleo","sarc_mskcc"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA, and sequencing data (149 samples)","sarc_mskcc_complete","sarc_mskcc"
"other","Subtype SYNOVIAL","Sarcoma Subtype: Synovial sarcoma (25 samples)","sarc_mskcc_synovial","sarc_mskcc"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (269 samples)","sarc_tcga_methylation_hm450","sarc_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (265 samples)","sarc_tcga_methylation_all","sarc_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (254 samples)","sarc_tcga_sequenced","sarc_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (243 samples)","sarc_tcga_cnaseq","sarc_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (257 samples)","sarc_tcga_cna","sarc_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (263 samples)","sarc_tcga_rna_seq_v2_mrna","sarc_tcga"
"all_cases_in_study","All Tumors","All tumor samples (269 samples)","sarc_tcga_all","sarc_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (241 samples)","sarc_tcga_3way_complete","sarc_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (226 samples)","sarc_tcga_rppa","sarc_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (254 samples)","sarc_tcga_pan_can_atlas_2018_sequenced","sarc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (232 samples)","sarc_tcga_pan_can_atlas_2018_cnaseq","sarc_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (253 samples)","sarc_tcga_pan_can_atlas_2018_cna","sarc_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (253 samples)","sarc_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","sarc_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (255 samples)","sarc_tcga_pan_can_atlas_2018_all","sarc_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (253 samples)","sarc_tcga_pan_can_atlas_2018_log2CNA","sarc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (230 samples)","sarc_tcga_pan_can_atlas_2018_3way_complete","sarc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (11 samples)","scco_mskcc_sequenced","scco_mskcc"
"all_cases_in_study","All Tumors","All tumor samples (15 samples)","scco_mskcc_all","scco_mskcc"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (20 samples)","sclc_cancercell_gardner_2017_sequenced","sclc_cancercell_gardner_2017"
"all_cases_in_study","All Tumors","All tumor samples (20 samples)","sclc_cancercell_gardner_2017_all","sclc_cancercell_gardner_2017"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (29 samples)","sclc_clcgp_sequenced","sclc_clcgp"
"all_cases_in_study","All Tumors","All tumor samples (29 samples)","sclc_clcgp_all","sclc_clcgp"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (51 samples)","sclc_jhu_sequenced","sclc_jhu"
"all_cases_in_study","All Tumors","All tumor samples (51 samples)","sclc_jhu_all","sclc_jhu"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (110 samples)","sclc_ucologne_2015_sequenced","sclc_ucologne_2015"
"all_cases_in_study","All Tumors","All tumor samples (110 samples)","sclc_ucologne_2015_all","sclc_ucologne_2015"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (121 samples)","skcm_broad_sequenced","skcm_broad"
"all_cases_in_study","All Tumors","All tumor samples (121 samples)","skcm_broad_all","skcm_broad"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (78 samples)","skcm_broad_brafresist_2012_sequenced","skcm_broad_brafresist_2012"
"all_cases_in_study","All Tumors","All tumor samples (78 samples)","skcm_broad_brafresist_2012_all","skcm_broad_brafresist_2012"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (25 samples)","skcm_broad_dfarber_sequenced","skcm_broad_dfarber"
"all_cases_in_study","All Tumors","All tumor samples (31 samples)","skcm_broad_dfarber_all","skcm_broad_dfarber"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (475 samples)","skcm_tcga_methylation_hm450","skcm_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (473 samples)","skcm_tcga_methylation_all","skcm_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (368 samples)","skcm_tcga_sequenced","skcm_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (287 samples)","skcm_tcga_cnaseq","skcm_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (367 samples)","skcm_tcga_cna","skcm_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (472 samples)","skcm_tcga_rna_seq_v2_mrna","skcm_tcga"
"all_cases_in_study","All Tumors","All tumor samples (832 samples)","skcm_tcga_all","skcm_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (287 samples)","skcm_tcga_3way_complete","skcm_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (356 samples)","skcm_tcga_rppa","skcm_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (440 samples)","skcm_tcga_pan_can_atlas_2018_sequenced","skcm_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (363 samples)","skcm_tcga_pan_can_atlas_2018_cnaseq","skcm_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (367 samples)","skcm_tcga_pan_can_atlas_2018_cna","skcm_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (443 samples)","skcm_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","skcm_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (448 samples)","skcm_tcga_pan_can_atlas_2018_all","skcm_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (367 samples)","skcm_tcga_pan_can_atlas_2018_log2CNA","skcm_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (363 samples)","skcm_tcga_pan_can_atlas_2018_3way_complete","skcm_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (38 samples)","skcm_ucla_2016_sequenced","skcm_ucla_2016"
"all_cases_in_study","All Tumors","All tumor samples (50 samples)","skcm_ucla_2016_all","skcm_ucla_2016"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (66 samples)","skcm_vanderbilt_mskcc_2015_sequenced","skcm_vanderbilt_mskcc_2015"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (66 samples)","skcm_vanderbilt_mskcc_2015_cnaseq","skcm_vanderbilt_mskcc_2015"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (66 samples)","skcm_vanderbilt_mskcc_2015_cna","skcm_vanderbilt_mskcc_2015"
"all_cases_in_study","All Tumors","All tumor samples (83 samples)","skcm_vanderbilt_mskcc_2015_all","skcm_vanderbilt_mskcc_2015"
"all_cases_with_mutation_data","Sequenced Tumors","All sequenced samples (91 samples)","skcm_yale_sequenced","skcm_yale"
"all_cases_in_study","All Tumors","All tumor samples (91 samples)","skcm_yale_all","skcm_yale"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (100 samples)","stad_pfizer_uhongkong_sequenced","stad_pfizer_uhongkong"
"all_cases_in_study","All Tumors","All tumor samples (100 samples)","stad_pfizer_uhongkong_all","stad_pfizer_uhongkong"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (397 samples)","stad_tcga_methylation_hm450","stad_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (443 samples)","stad_tcga_methylation_all","stad_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq)","All samples with mRNA expression data (36 samples)","stad_tcga_rna_seq_mrna","stad_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (289 samples)","stad_tcga_sequenced","stad_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (393 samples)","stad_tcga_cnaseq","stad_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (441 samples)","stad_tcga_cna","stad_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (415 samples)","stad_tcga_rna_seq_v2_mrna","stad_tcga"
"all_cases_in_study","All Tumors","All tumor samples (837 samples)","stad_tcga_all","stad_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (369 samples)","stad_tcga_3way_complete","stad_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (392 samples)","stad_tcga_rppa","stad_tcga"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM27)","All samples with methylation (HM27) data","stad_tcga_methylation_hm27","stad_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (436 samples)","stad_tcga_pan_can_atlas_2018_sequenced","stad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (434 samples)","stad_tcga_pan_can_atlas_2018_cnaseq","stad_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (438 samples)","stad_tcga_pan_can_atlas_2018_cna","stad_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (412 samples)","stad_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","stad_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (440 samples)","stad_tcga_pan_can_atlas_2018_all","stad_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (438 samples)","stad_tcga_pan_can_atlas_2018_log2CNA","stad_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (407 samples)","stad_tcga_pan_can_atlas_2018_3way_complete","stad_tcga_pan_can_atlas_2018"
"other","Manuscript: 295 manuscript samples","All 295 samples with complete data included in the manuscript.","stad_tcga_pub_manuscript","stad_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (290 samples)","stad_tcga_pub_sequenced","stad_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (287 samples)","stad_tcga_pub_cnaseq","stad_tcga_pub"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (293 samples)","stad_tcga_pub_cna","stad_tcga_pub"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (265 samples)","stad_tcga_pub_rna_seq_v2_mrna","stad_tcga_pub"
"other","Subtype GS (Genomically stable)","Manuscript Subtype: GS (genomically stable) tumors.","stad_tcga_pub_diffuse","stad_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (318 samples)","stad_tcga_pub_all","stad_tcga_pub"
"other","Subtype MSI (Hypermutated)","Manuscript Subtype: MSI (microsatellite instability / hypermutated) tumors.","stad_tcga_pub_msi","stad_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (258 samples)","stad_tcga_pub_3way_complete","stad_tcga_pub"
"other","Subtype CIN (Chromosomal instability)","Manuscript Subtype: CIN (chromosomal instability) tumors.","stad_tcga_pub_cin","stad_tcga_pub"
"other","Subtype EBV (EBV-CIMP)","Manuscript Subtype: EBV (EBV-CIMP) tumors.","stad_tcga_pub_ebv","stad_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (22 samples)","stad_uhongkong_sequenced","stad_uhongkong"
"all_cases_in_study","All Tumors","All tumor samples (22 samples)","stad_uhongkong_all","stad_uhongkong"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (30 samples)","stad_utokyo_sequenced","stad_utokyo"
"all_cases_in_study","All Tumors","All tumor samples (39 samples)","stad_utokyo_all","stad_utokyo"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (518 samples)","stes_tcga_pub_sequenced","stes_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (265 samples)","stes_tcga_pub_cnaseq","stes_tcga_pub"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (288 samples)","stes_tcga_pub_cna","stes_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (600 samples)","stes_tcga_pub_all","stes_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (106 samples)","summit_2018_sequenced","summit_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (106 samples)","summit_2018_cnaseq","summit_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (106 samples)","summit_2018_cna","summit_2018"
"other","Clinical Benefit (treatment duration >= 24 weeks)","ERBB2 patients with clinical benefit (20 samples with IMPACT data)","summit_2018_benefit","summit_2018"
"other","All ERBB2 tumors with sequencing data","All ERBB2 tumors with sequencing data (91 samples)","summit_2018_erbb2","summit_2018"
"all_cases_in_study","All Tumors","All tumor samples (147 samples)","summit_2018_all","summit_2018"
"other","No Benefit (treatment duration < 24 weeks)","ERBB2 patients with no clinical benefit (66 samples with IMPACT data)","summit_2018_nobenefit","summit_2018"
"other","All ERBB3 tumors with sequencing data","All ERBB3 tumors with central confirmation sequencing data (15 samples)","summit_2018_erbb3","summit_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (32 samples)","tet_nci_2014_sequenced","tet_nci_2014"
"all_cases_in_study","All Tumors","All tumor samples (37 samples)","tet_nci_2014_all","tet_nci_2014"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (156 samples)","tgct_tcga_methylation_hm450","tgct_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (156 samples)","tgct_tcga_methylation_all","tgct_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples","tgct_tcga_sequenced","tgct_tcga"
